sk_d_aluno,nome_completo,matriculaDRE,sexo
57fb0303e4a6845cd7a1484ee9773c218975e9c9a763114e668259498cad2f30,Davi Moraes,1470,F
f64ee82a9f4a0451528059f6302d3ec67c5a3d3616392a86bf88df4bb451a3b3,Dra. Sophia Dias,1471,M
e56ae9ee21661d3febabe8d1e03ee82d02466a5d405e89f2acf449cd6a6240b8,Alícia Castro,1472,M
33bf4329c846019957cdba15fd5767df4392769eac8c3637ac395651a72108af,Yuri Costela,1473,M
3a047b4a81effb2caf23b20df833b025335658cf85b97b02138786ff6301be36,Srta. Marina Oliveira,1474,M
d3fb4415d5c03cf6544957b7a7a66041c95b447ee149f0e4479f8ac2e48969ea,Mariana da Paz,1475,M
826958d9ae5a8605475285cc32d4dddaee9b1638abb90d6a55cc2345414aa6c3,Lucas Gabriel Peixoto,1476,M
e5ce886c0b0869006dc9a2da28fcd4f1f291f4a90835b75edb74587b66e5acc9,Nicolas Fernandes,1477,M
a13df1211cf4c38cdb7a165c67f8e5ab6fded2982c2cb1f55d4cefef880183d5,Bruna Moura,1478,M
8c40a6d264e529987be355b303cb08181b8595753e3ef3c8f4bdc29859ac5605,Agatha Dias,1479,M
22b954454cfc20ef4813c70018c81004795496191338841e0ca4b9ed6e04e81a,Letícia das Neves,1480,M
f525eef4f03ab81983392564bc44fea01267b8cd44fc5fd45f1974cb9a6bcd46,Calebe Rezende,1481,M
e3e69eaf6c365e40a7a9fbb927273b3a7d8c2f5893e448324c4d0e1d248c4118,Dr. Renan Ferreira,1482,M
485d997d70d9483c517eb6f36b649bf37d701e15b0f398df6d01b478d164e82c,Igor Rocha,1483,M
c010bb0f7f8f335ccb2bc4e598eee48be11f87ac60a39a1a1cb4185688857003,Maria Sophia da Rocha,1485,M
248aa2bdd0032920ac9e5f6ad36c350549da067efeaf7b4a0c7d8c212ab1b6a5,Sra. Mariane da Cunha,1486,M
ee14860f6bd0506d9d15383aef4c1c56e37d1daf2c6c3ce0c445eec73eb781ba,João Miguel Alves,1487,M
a1271642c26ded1a08fc67a7791aa368ec32e76940cf6f15e779d091f31439fb,Clarice das Neves,1490,M
4cf3ab13ec4367b7b740f2b7f3d477a8a32de23f8e8f399f63b3ed6976a19b12,Renan Souza,1491,M
679b3fe58ea4b7378c418d79dbe3e89efb352ae7ea58f293a356e6c38e20f1f1,Murilo Ferreira,1492,M
b3396bcb59674d33f54fa27c6d3855f647834cfcb75b4cb98f2d279c053e83ea,Beatriz Ferreira,1493,M
27cf14dfc2232b941066f7c3f8cad04c9820f80a2362fc313f0567b0bae2d527,Lorena Araújo,1494,F
d732f39159e67eb62327ae853dfec69db69ec85b23a8b1f840db1959d32acced,Davi Sales,1496,M
556ea1b2f7420f2cd4e6d1d548f7389cdaf91535020c5917e16d2b3bf6b98844,Srta. Maria Eduarda Ribeiro,1497,M
a3d0c75739a3c6a80dcb6f9d71f9da29b49b62995801bc52957e06acb87db33d,Lívia Rocha,1499,F
9f69998560dcfd8016442e0a32e959191df095817a164ce844c64ec5a8b0cc1b,Benício Caldeira,1500,F
3873ecf4855ce373db4b7afc32fe5884d984d37a32c2c605065671d3eed825d4,Emanuelly Almeida,1501,M
b7b99ba738afaaf923fa742a27b26940a9c5e327507b1660cc4de9d72ff19d78,Marina Cavalcanti,1502,M
a3513549948fbfecfa1ff0300bf3339f9b1ebff77c9fc831b3c83236a4814d61,Yasmin Nascimento,1503,M
3ec13115817a014a621e22b052993c86ed03ed69114f8413888f302d70e2d216,Breno Cardoso,1504,M
755917ecbc61091ffa6b605d7f82bdaa4e4cbdc309124807b0fb63228d0696df,Maysa Melo,1505,M
e97776493f213d50b346f81e3f93a78aad1fd0f19c051a38bd8f88b43e46e5b5,Lucas Jesus,1506,M
c77639710bd89eea8855346472b0eb9175987e0eaeb35df92b1712ca09215f05,Srta. Joana Correia,1507,M
7054d0451000f27e0673c136e684b10beee8f4d6d9d04f964a92345a92cb17ef,Dr. Luigi Nunes,1509,M
431688497f68c837444127cbac14cadba2a943709304af1da765781f49e02ac8,Luiz Otávio Silveira,1510,M
0d0c9bc37ae955b26c8bfecc22fcd072c4ea5ce95947a5051b5ed7399bff4f2e,Caio Dias,1511,M
66c03337b22c301d55a339a94165dc09628491c3dfe01a57ef62e3eab452e898,João Vitor da Rosa,1512,M
b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,Srta. Clara Alves,1513,M
c8f5600f3eb7d801a067e02c477719d37f560491c4dca56eacc11ca755eb1ac6,Francisco da Mota,1514,M
f1ee529ef49111208f1c1646c53c8c311c9f093fd7891c1b46d77e98210b018d,Luigi Freitas,1515,M
17c7f8a2457a4b725d6d5f6b2e2ac67bd74933d9633436bd2756a6920ef5a705,Isabella da Costa,1516,M
4091f2c5c45d0cb95c6b43919f9f07f62f7f6c6fb46ca207264b2aee4ee6e4f9,Marina Monteiro,1517,M
1eb3da012cf952c58269bd949984611b7884583f20bac1322719580757161e98,João Felipe Cardoso,1518,M
8f08fb89c225a58e92455fae25d3df22bda90a094bfc8e0240b8a9bd94318159,Vitor Hugo Novaes,1520,M
9674b1f53ad3b01c8b4eeab981da48a47549f11f6ae31acc27099325c6beae32,Danilo Azevedo,1521,M
ff231d4dee9c91e9ead0253639c25479b934a352b052aa23ad05f6b79efa137b,Luiz Henrique Campos,1522,M
311ba2ed6a5b4105fbfdb0a8b745d22fe1b3ecc0efff5c6b9f7ce12351533558,Olivia Ferreira,1523,M
bce35ce6291ba5b8fb5fea32ec1aaed5556f355746882a9dd183857cb0e25967,Milena Viana,1524,M
ea85b0d61253e1033eab985b8ab1097187216cd45bce749956630c5914758bb9,Dra. Lavínia Cardoso,1525,M
70c023a77b3abc66277f31588f4f38c720a1217ba41a7cf799950027020223cf,Eloah Cavalcanti,1526,M
46ff18131a6daf2839e263b69aeeee331620af74e08511fc80ab243ece1b407a,Bruna Caldeira,1527,F
7e46d737fdcad87443ca5b30dd756a5eb6b6dfa94eb0c97ce8c8c16554bc4efb,Marcelo Ramos,1528,M
6f52d3110a0e41e462ac098244206ed69db33999b743e284fc4c5d34c2d4a529,Laís Campos,1529,M
8ff9538e65e6781d654b811f88161d12455935ffb8f470815063b6ab6cb7fdff,Leandro da Paz,1530,M
f1294f35f19846cd012506eadcc13ecda95eb7ddc6c661bc1b9402c4b00eb703,Beatriz da Costa,1531,M
f76cb816b3f74ecf30d387c64869038ac163fe26f8aabd727c1071dd567fc3d5,Sr. Yuri Melo,1532,M
13be5b896be039957e7996f606c8513fa2d9061132bdcabdbee5a362dd9fd8ff,Daniela das Neves,1534,M
7ab74ac64fd9a732609f768e00ca317591dbe8d6c340bc4d848fb1a79fa00d97,Vitor Almeida,1535,M
b51e45a12fbae3d0ee2bf77f1a4f80cbf642e2b4d1c237d2c0f7053a54f6b388,Diego Nascimento,1536,M
6a27eece1c1658b237aede5c6c2b8af51d235ca08b2f7963b67d99caa7a12395,Nicole Fogaça,1537,M
0f8e631d28e2a339b435ea55da61c718da28902056ed719e576ff1c1b4cb2baf,Vinicius Cardoso,1538,M
731d65cdd441fde25333a70782a078911af63ef672e299a906030e16ff66756b,Caroline Azevedo,1539,F
c73c63198a1338f0d19547e3d07db9dc25babedc30ae35b80426d48afe73624c,Dr. Carlos Eduardo Rezende,1540,F
477e2d13152129e72c4a47a5abed06ce422daff2ca0e99d33bc527477effee34,Luigi Rezende,1541,M
596d0c702ba6d20835982c87a878f97d07a163285a0a3ee98c6e7a8e0459a8cb,Maria Clara Campos,1542,M
50a0a04f2d67b4a26d3aaa163fa2fb0d80a5457716579587cc45ce5bc89d8fce,Eduarda Caldeira,1543,M
194af3b3d7b007443c26af23c035430b0afb9abebf8c89432884147fc41af759,Luiz Henrique da Mota,1544,M
8b1fbeee2ea27bf5b180d2c10372ad571a5233b0ba34f272a7bda75f93cbcb84,Lucca Porto,1545,M
495afe547befeedeef191264812945e2c199da63da0e8dfde79bee7dbecb210f,Isis Moraes,1546,M
05fb3c9a7f20d8c60ade227ba6ed41510428c5d3e3847eac78eb486b06d2fae4,Manuela das Neves,1547,M
48f31b127dde9f650b07d6d68488d734ed95687cbcfb2d06867d21ad0997f438,Ana Carolina Ramos,1548,M
75abf1771c0d9038e45203aa603758410f2418fd29b3fe0c25534009c579bb8e,Cauê Teixeira,1549,M
c27484c7087191b29f05f9c05efc20adeabbf7549f642629322532cb685ffb99,Nina Ramos,1550,M
1e61da9318ad5f39fa341ffa808659430fd708a76917b50851a1fbcf88375f1e,Diogo Farias,1551,M
51e6811411165c04f691eb5a38cf11a7316fdd776478b4fd222fd0107973c381,Lorenzo Duarte,1552,F
8012472a35fd40939e08041936918ad9f975579bff2519a6fa568774057a799c,Luiz Fernando Costela,1553,M
6fb4775fed7293b1da12333ce782e879cefce4ca3b83e12628b1a54e062606b6,Dra. Ana Duarte,1554,F
2ae7ffb0ec4d1bccf01b12233aaced6949cc5808a4a173315ee508abbbaaaa1c,Levi Rocha,1555,M
46b724b2f85d4f7bd485423a04bcf2cffb2c22304fe264aa4da31794b7adae41,Samuel Caldeira,1556,M
9e2d999a438d4dc3a1ccdafa1a02c99cbf3716717dcd7b5c75376c194444fba2,Gabrielly Cardoso,1557,M
67a375e4ddcdb509545a752ea82be28b546ded87431078fe6fc1ead202f5815c,Emanuel Cardoso,1558,M
1e797595727addd0e2663019e48d48a6f1dd555174ab126d482d40a5c752988b,Stephany Oliveira,1559,M
c649b15e769148e6b199b7a671140d60c77847fce6fe17277723dc91f0b27d4c,Dr. Luiz Felipe Santos,1560,M
8bcefa497af26e688b555d1c4c8cc97365522b5a1416ceb099a98b4c2ed80585,Alice Campos,1561,M
0f427d4e1430f8f57221d70dca9854b6bd67c42fda811e0f27939a58a46f25ae,Henrique Gomes,1562,M
e830a0d7d5f303724e6404c8f9797580b6e77e4bdab70b8e163967925b69e6d0,João Freitas,1563,M
2163909115c0f6f1e638bd2c2279387cbe37cc327150a7b5cddfde3d1cd4ef0e,Thiago Rodrigues,1564,M
956b130106fbc0890b7a304b19113843e5cdc69b084ae1b95d56225650c180a0,Alana Barros,1565,M
a9ffbdf317b2dabf198f59653da551149ad51173b2014ae1df5d183c2ddfcf26,Dra. Catarina Castro,1566,M
0651ee70db05737d7195776455175f3f4dbd4755e13e9f87d905a63817e979b8,Vicente Peixoto,1567,M
a2258ffaf9a1490a7a7a01c282b1fe03224a2952b119c3f32b1de4739407cd58,Brenda Aragão,1568,M
c98c37cbc0242b2cd603d4ad823a1c29e7314df3ad8f1810cab0fb98c84fc2c4,Vitor Oliveira,1569,F
3a481e728390d89c6843c180dc18ca8d693de5f5421e6240711c5dad483c72b3,Ian Teixeira,1570,M
aded40e220d2587b0ef1f88302a192d411bc55ddff1c4d818177777d6060a490,Emanuelly Pereira,1571,M
9c05d48bbde0b1ecdc68706e9c4a536de566f35deb45d66ad6d8261689164dfc,Srta. Kamilly da Mota,1572,F
ef4cf73add6b6f476ece3477b6235878bc8a0de65fe7f561200ebac7f18db18a,Sr. Erick Moraes,1574,M
679b0ecadd205e5143506d637aaec6849987ae11c8c8280fb79f4d1080326eec,Ana Laura Aragão,1575,M
da3270018b712b8a4b1841f92c26ff067a088a391dc6031610e6300ee261df15,Juan Ramos,1576,M
1d16bb3354a11b509e641db094ca078be290298b0ec32c6b46b88fe919a1a8ed,Ana Luiza Oliveira,1577,M
c6437e0ba0560952cb942343f521c60fc3f2247dd1aebf95460c1a070b263051,Gabrielly Teixeira,1578,M
ec11f26d671bcc37162187abc1cf6a072960f13ee961a5f20c94bdad512d1428,Pedro Henrique Gonçalves,1579,M
e97e2ffefd968b2a3d838d7a523435948c99fc50eebba8b8e8b0fbf5fce99129,Agatha Rocha,1580,M
3ef4ba73834a4409affdc4f09899d57af3f9c201946d624705e5753bd88d3e89,Lucas Gabriel Barbosa,1581,M
6d78b19a042a64f08cc4df0d42fb91cd757829718e60e82a54e3498f03f3ef32,Thomas da Luz,1582,M
6360659f97100b35f3dd80cd08358fb415757f07ee670a9e1d3b4ae7fa14a0cf,Igor Pires,1583,F
9ea3f4147c0d763c96e161f83b7aac40c78468f26a382a16eb5b75af0d7ae4f0,Davi Lucca Rezende,1584,M
9c8dd327d0f259b6facd68100f664c432101f783d31ac9b78b6e9eaf9fa786b8,Alícia Vieira,1585,M
c0bfde62b169890693f8a776ba2577b9522c6d1aa9dd96c65f50042f1f018616,Dra. Lavínia Mendes,1586,M
d24eac45e69be063cc0053eb02650954eec62c314c405e564a4d11e951392e75,João Santos,1588,M
c5080dbc42e822a31c72ebf171d79394f57bba1e0511bad4a721c2c0f62ae6b3,Srta. Luana Ferreira,1589,M
6c77b607e17df16d31c46c746a36328056fc8d153b71370ed1a56d4c0700238e,Sra. Elisa Lima,1590,M
e52522a505f68250e81747aa5386c5c60196c1680f1c89762ab1ab0fbaae39b8,Gustavo da Paz,1591,M
8cca04ee02b8915f60a6b72c1faf19923aa12aafb5af89bc4bfd403dc60a836b,Dra. Luana Freitas,1592,M
38813d9a6e5332787f13dac070d265339c4c711beea8b21f82966684bda30e79,Isadora Silva,1593,M
8698616a6419549cd9c035d5e250c81c6cefff11ff31c9602bf2ff5aa3e06b7f,Isaac Moreira,1594,F
c6bb15225eca43aca18f2ceb395c34012a6f95fe76c097576c04be49f5875fa3,Nina Gomes,1595,M
a19fbf8bf0530ca46179b803a8234f56276f21c0e7dc2f84c682924b95de5801,Dra. Maria Luiza Sales,1596,F
eb57f949956cc9f3c32eb7f249bbe56a74c253015af4dddb0c98cde49157cbd0,Danilo da Mota,1597,M
191024c47d6c2b3c24a570326b7e29f09652ec8bc2bb1779d95783e8753d12db,Natália da Mata,1598,M
b458944d9ec4322f9ff0de2885ce82d580341fcf0fd688422e9929b6e7ce3b2d,Davi Lucca Aragão,1600,M
272228055649002aa68a0787a821ee7e0eff838b2053b6d08531f26b39e09473,Srta. Ana Júlia Rezende,1601,M
2f57a2e309c463513b962750096f4389e229001dccc19afcb95ff98c70e14d09,Gabriela da Mata,1602,M
bf0a60ee19adc7954e2248d0c4fd7fed44671ea2cff24a6c75127f9ce0183608,Dr. Antônio Duarte,1603,M
361603c11612df16fcb9d48b4c22430535c8e53fe3b3c5a6a39bdf7e0543f65c,Mariane Gonçalves,1604,M
5909daa6fb5cf239d52027367f111ecd9c280866d73f8bd47cda43ef5495af6a,Gustavo Henrique Costa,1605,F
25d114d44f1ee498521f51cd12e524e8fd6e67c82a9d21fc29c0bbc7fff457c4,Thales Nunes,1606,F
35fae39286f862cb505a3f0cac0b0d506f9a407cf9227d3c2ae2c67d5ec0d0f5,Maria Alice Nunes,1607,M
8cd6cb7e1601eb5dcd0a0d3d8f62c2dd8ee483819f9130a34259a217e927679f,Matheus Mendes,1609,M
31d8edb99534fd4800651db4d241d86e0380fa7376718b88590c2d772b41d5f4,Emanuella Fogaça,1610,M
68722dedde84631c45b4aade9365a91aa6fd11c5766e66191ffbf07361204a4c,Beatriz da Conceição,1611,M
76ced5b53829bb4ca8ab376be09683e92512ef0aab8fb68fcee5121596f94143,Davi Lucas Cardoso,1612,M
96382608813353bee4eeaf0635a3b3356276fece94fe8c9cf048871078f8fd14,Olivia Souza,1613,M
583b08e38c98f4350a8906d25344ac80b099921a8a8929e64b2dc2b553521343,Ana Julia Sales,1614,M
f68a11527b819bdf3658377dab1ea309bb5c6eefe69bb751e4b59b277cc29a7d,Dr. Isaac Viana,1615,M
ee09198e46224875cf39928511ef2b855895c43ee86d1de894ee82bc7c990afa,Sr. Vitor Cavalcanti,1616,F
67aa578ed1fd0fa4198a7f1cc37b1ab20331cb472f7eb766f687f870a53a0670,Caio Jesus,1617,F
ae92bee5080ffa3533774ef98ec7858b08a02fed6778ab5d2043d0c64028e2d6,Agatha das Neves,1618,M
48af26beb80f0b14f33670336b3deb3b55b7d8f7eb33709596c6174394661034,Maria Alice Cardoso,1619,F
3ce59e84971bc7e65e82559e90b01dbc96e5000411cb2748c35044baf5db753e,Ian Barros,1620,M
de690d1ae70d10081585d8ed98ed5825ac88fe8029b67a583a760fcc1d505636,Maria Aragão,1621,M
6d7be37d6aa3665ddca5b4c3ab26e689e4efc1c33bea69ccbaeec6ed49569558,Pedro Henrique Vieira,1622,M
e84909d7fba7798e68cbb865e5a577137b5d979e7527eb80ebf4aae1707496eb,Joana Oliveira,1623,M
3ea77fc339263dd319e3dab93c288d0afcbd8ba8f96c20cfd6b42b5e8f3cf458,Sophie da Paz,1624,F
2b8ae4541022864d57e65a7db4c70b75fea47c9101edebf0325da25ea84def02,Clarice Araújo,1625,M
22fc91dc876c50db64efd0ebc175852518cd2bfe6143590af0b375b0b6c2df03,Dr. Pietro Pires,1626,M
8ec5f9f24992404000f7060d95c087f773f0dd3eeed7c616ee3d89e052ac2ecb,Sr. João Pedro Jesus,1627,M
e6c3b6f798b0e8d63406a281cf31ed72a005f9aaba8970ba3d008f2254001146,Cauã Pires,1628,M
d4a66133ca14d9c93ec5ab56bb5afe8193341db5f804e6a4d254dbbc1ba8dddf,Sr. Bernardo Moura,1629,M
e1406f532a84b02f7b7645f2c4041c0dc25c70f10a5f0bb769efa589bcbf492f,Marcos Vinicius Jesus,1630,M
0341b5dd628e639abaa6a2a7affb6e8905dc4a0065309f69c67456473483c9dd,Calebe Gomes,1631,M
3c7217bd6d2c58c67e93c1b4a0c5d2f8bfd5cd46249df0f246307b1f859b9737,Pedro Henrique Barros,1632,F
e62e4120ce246492a612a58846228e2949a25756458cd157f43444b39637383f,Sophie Rezende,1633,M
ca05bc2bf73745fee2f3d493297d4f90930477b484d2c08d7dc899d9a574de89,Ana Luiza Vieira,1634,F
735e4a8aa7691b6d7e64836a10faa46e2246aadb16addbf59db7f7b0f45e6d19,Rebeca Pires,1635,M
245db7164aace830256c713e17486f1785096c86049d6409349fff5f810da253,Letícia Santos,1636,M
274e64235a5fb9590afabdced2d45045b161d75e5748c23d997295e3c8d4fa0f,Cauã Jesus,1637,F
5549c0d54cb3bce4019f7f4b0f9ebad217bf9f417e8e14d547bdb467ccb0dc4c,Sr. Isaac Alves,1639,M
cdbe4e7e26e3a55307dac9da65edc0d33fa6b54f79a83373cb997770856c23bd,Marcelo Carvalho,1640,M
4cd31e5e6c407602bd01a4b2f9dd0ce7bbb7b654327fcb9edd55cf905fc92719,Dr. Davi Lucas Silva,1641,M
b5740f0e88bf42cdae45c073ea5c170e3a422dd3ec257810a29e67b5fafc40c6,Dra. Helena da Rocha,1642,F
1b9fc6751bc015632376866fc870c6fbe6ceaee88b4a7107e4018567a7c0a77f,Maria Fernanda Dias,1643,M
f7d9615965e2b49c6bde79dedfdecc39afade6e543922d5d023fda9d13430c44,Maria Clara da Rocha,1644,M
7e5cb8429dce239403fec15b8930529f51efdf34ce3e28548977ea97e152f303,Heitor Nogueira,1645,M
c4c9f099e7a471df3389eeb1a1487cf95b5a46e997bf9614e3229114b6787dc6,Nicole Moraes,1646,M
920232613e4a67a07d6c99b7974dbcd6765ee171da73e4961e1499a05a1f471b,Sophie Ferreira,1647,M
a16c0ab260e30b22cd06fadf9a6a30c454ddc845925cc831796b2988874d6a5a,Maria Lopes,1648,M
3cc16f8f6eede20fc56248b7da32561c5996a6d44fdabcbe3fd965d016a0d29c,Vitor Azevedo,1649,M
4ab34cdf3e765ab1629ed66b4d683a8d5bd014b8b7e8f2f3edd4cfab45101031,Isadora das Neves,1650,F
2b1545d9e4c5685925e30a7ad1a0a47327afaeeac7f5e53cab34468198e782af,Francisco Ferreira,1651,F
b3dfc696bb0a50080a047af22f87c0f9a07728ba3095a9aac126123ad1bc24d3,Luna Teixeira,1652,M
ef0d2e96b08cee59a3557ca2ddba84bd84b4dabd4e2f882122a291bffee0acdd,Larissa Pereira,1653,M
ddb3686e0d40ad1e8779241b49ebb2ddb4c9bece101dff8140fe933ba99faf6b,Lucas Pires,1654,M
b368537ed2fe65023ec2b77740725a878cbfff387e82cee58e058c55c993f548,Juliana da Mota,1655,F
681d12400213531e5fdef04c597ac192d359c2d0351df6f22f0240134d873350,Pedro Miguel Peixoto,1656,F
14c54242e8185b507bc9ae74bc044aac05caaa101c0693c13a2310ebb591c582,Ana Luiza Ferreira,1657,M
b72b8ff4cac9641a216743dce4985c75e550a690abdc65e5ceff8fca8428d70b,Sophie Fernandes,1658,M
aed8be046f04a89cfa707bb5c1c52e6f374393507edfb090fbd409810b325bee,Fernando Pires,1659,M
fe35907591696b6a53ef1010575751a6ff02c810b26a6738e718fbfab4af0e55,Rebeca da Rosa,1660,M
8429476daf79869660e1228853868ae86ae9ec97893d38ae2be5ac85618d9082,Sr. Erick Carvalho,1661,M
2f5903a7888abd6b422cf1e888c5e6783685197a46a9a473e6adc8e807677541,Francisco Melo,1662,M
9eb2d543a0a36152b0077db398e71d3e0f03d3ef9e0a739f0d257042a4c7efb2,Pedro Almeida,1663,M
5aca6f08b6780157a0da46aaaef9d86d2fe55919395b0e2aba71e52a377db90d,Sophie Porto,1664,M
09f7cb7bb38f019f431f8d8c20fd2ccd64f6414fce56924ee7ccc40ef2a35447,Otávio da Luz,1665,M
64ef8cbfd4e16b46fba5c355a47cb596c58f876c7e898f2bbf8562f12e35b09a,Samuel Silveira,1666,M
d253d7b7ace4e06589dd90003f047380ddfdcfb29007b4e815caf48ff09b498b,Sr. Thiago Correia,1667,M
411922c1ae8248b994a04fe6f08864503f7c0f41a5dd37f126d5f9b18f8c65f4,Natália Martins,1669,M
f8646a257c0c4273b72c83c5d563ba1acda190626677d3cb89dc748e00182315,Luiz Gustavo Monteiro,1670,F
15d45f2509126484f295a467baa497716a95742d401311586e75d5db3f88be9c,Alana Martins,1671,M
aeba47c17ca09557808c333b49af210a0209aff6b4334fa7192aaed69c5f36dd,Amanda Sales,1672,M
5514a9f709310b22ee9bddd4e6da1b2b8b04d1ad5c3dcb47ed945c356b9b852d,Júlia Correia,1673,M
b366c0efba99d592b8ed6bd45529a964d775a5aac6eebe5cb09d5ca6156a6e66,Antônio Pires,1674,M
38f13ba4550b60ae975cb2a6efd68b795f4c026ea25b162d316a9d00182cd92d,Sra. Catarina da Conceição,1675,M
df6822cd01387e05c8ea01eae408dacae839ebf27c2ce1ffa3b6a0b7f3f0ffa1,Kevin Costa,1676,M
88b82308d570d71f02c5aa6a14ffe29a7ffbe14969a63094eb19e8e34256d9bf,Manuela Rocha,1677,M
18bed1232c7d6375b760860a0c1904bf560a92b8cec0965fda4c244bb5c55e49,Henrique Gonçalves,1678,M
b93e56aec7724213a91e5c44256af055313fc7e8d80554fb7ed23b866470695b,Bárbara Teixeira,1679,F
0ebe0fb634f8e4aca93dcdea090d01120e73df4c7da22888c595b593da608c78,Elisa da Cunha,1680,M
6debfc7d20fed1535e09e87aaead966fb3c6dd3f98122527b7165e1b90ee7d29,Agatha da Cruz,1681,M
39fb5bd005525dbf048273aa7453557b0b84c4e99250e6ed8ce5c3370825725f,Fernanda Oliveira,1682,M
2f351206009bd31541b52e772dab244c7331af91be90d333165f7e77cde33805,Larissa Rezende,1684,M
c2f61742e5f0ef0a74c5fcbeff7ff659def91bf4b5f1e175943a0b075c82058b,Isadora Costela,1685,M
78332745628ea113b091333b92951f03561d14e3eea87ba572b594634ad3054d,Juliana Costela,1686,M
42d9972e972e40956658f1b4f3bd676512837741de686d03f447d8015feb6a6c,João Miguel Nogueira,1687,F
2ed927e972728bc356c12808c31656d17ce6a4afded459165923d4b5c25ffd4f,Bruna da Rosa,1688,F
41e32284df1a73272655a26bfe6d4919ed6504972cc47461330a26e90cd9ddc3,Ana Laura Pereira,1689,M
6ed255bcd55046343338a717f96b055b531cf7afd739e03c7f26f57ba3d51218,Srta. Maitê da Luz,1690,M
70399d63b169b1ae4b8c6e7ae9a75df6dbf0d7776e55545bdf6c46c97ef59185,Igor da Conceição,1691,F
2740db06dfb5b0b667597f708e38bed538f45002a3cc379adb63905fa01edaa6,Catarina Cavalcanti,1692,M
a8caa602fb66f78027e2035b4200e304e21bb21b88ff6c16e516c3f27955dc45,Henrique Martins,1693,M
470ece82662f34902283de3bedcaf43b83c8c0168ed532ae386e9f6bf6b48879,Vitor Gabriel Moraes,1694,M
35ea9e03d5f2f4658cb5cc8276de93747154af7401732c9a208b4793706106b8,Raul Souza,1695,F
e64474fd91f16a0891fb1de23dff06e8bd0a0ee495f1add2ec08a07f1fb63bb4,Ana Laura Lopes,1696,M
d464f7141af4a42f6579fe8e7b5d3623b9742b2b0bc48536ca1a33a32944d57a,Lucas Ferreira,1697,F
2fe98face8187bcd9a099889cbb3d02c4a80b9fc72ec9f9f5e121c8d4aa8645d,Maria Julia da Luz,1698,M
aeaa6370266a3650553410b0d9f8f3e02aa6bdfe68a2380a118fb3cf4a7d832f,Vinicius Moraes,1699,M
b97d4904938f12a04277ff18c386c7460877bf4002ad82a0ee3a5ab88f2b9249,Otávio da Luz,1700,M
1b365a4dfc8a9d9d77b27e0e07614e4001bb2e0ffb38676277f9155a082913c0,Evelyn Porto,1701,M
7a64ce427ce0ca963ce9c3ab0da2db27c1f3ac9620444e1b4312422af8e093b9,Isabelly Peixoto,1702,M
a860d24f31d82a4fbf73c4239d615936fcdfbd6d08319ba3807303469a0a35d1,Sr. Arthur Jesus,1703,M
f898c0e2fa3b9767f4e8e8e98c4a29bb98664b2a6f7b9e67129aa90915ed8a4a,Marina da Cunha,1704,M
38bc3d1c4787dd15fb6b16dccd548786cb773da29ffeb075602c76d2ca87f9fd,Sr. Matheus da Mata,1705,M
c08ee2a296e9cc80f185cf84596b17f6dc4e29df05c403f2b0fb077876289cb8,Ryan Barbosa,1706,M
78f9110cf588bd30afae93e571cd302097208933596793c8d07d9eaff8a2b456,Yago Ramos,1707,M
15b9e0db83ca5103d0d81f272584932103478a4850cb788ee4fff20b7ab5c5ba,Sra. Maria Luiza Fogaça,1708,M
e41fbda961c9b0a19e1232a464bdf5a03c5b5568b12147ee234d4a473c425beb,João Vitor Sales,1709,M
f8d64a31eb7d864da9252b7e5dd2659229cf1a3c4bf9d6d544c0318c81e13cff,Luiz Fernando Rodrigues,1711,M
1c918023d679a37e1f3338c9029fe54730b3338643dea17773a25e4c67956699,Srta. Vitória das Neves,1712,F
319f6d0f44f72b8278c5abaf74ad0357c9d13f8d7328246f3474063f08150952,Thomas Teixeira,1713,M
747ad1db126a954a4c23ad79aa71eef66768ece8f664d810921017c812f5acaf,Nicolas Cardoso,1714,M
10f15d8a9d76da2d65de8b9fa59150f6591ae53813e3789272a344edec36a04d,Larissa da Paz,1715,M
825f11613c4f2f302f0680b1939e665db3422e33cd0336067dcd170933bb39d6,Giovanna Gonçalves,1716,F
33dc0ba86008f4434bd43d050df9022209367483c1eef5280b25da861c32f6ad,Dra. Ana Vitória Correia,1717,F
c0d2b0fe4d7671d1bb90703e6ab60ab14f01998648c45ba1da553283f8ab9dd6,Laís Carvalho,1718,M
24eb60438e77548b221428f6b624cc20cb5a3b2dcbf80730532d7843bdef85c2,Srta. Ana Lívia Rodrigues,1719,M
451b01cbb6bdda2450c47423173e5655a3760dd6b130d95005d3b14600f21173,Kevin Carvalho,1720,M
f6c9da6121853fcc02a24a3bc2d82fba916fe4e73622149627b97605d1dca2ec,Pedro Monteiro,1721,M
cdb1cf26ad261fb2b601b814b8385032894c8e9e30fcc437592eb48813a356bd,Marcos Vinicius Castro,1722,M
7c1c2745ec0ebb049fcc29e39d81909f3e5a55b88dcb43d491476fe6bb92b196,Levi Campos,1723,M
41a5bf614853fabc117ea53b00f106bdebd914dc77bb4152df785b42779dfd4d,João Nunes,1724,M
be322fb77d654ad524a7fc2d66e1dc74dde39e544b5a189ef09f5c8aafc6ab3b,Eduardo Mendes,1725,M
2f11192801e83bf30f01139f338c5cf52a5e5cdf3e5b7c2d3ef5b051e9fd1fde,Thomas Rocha,1726,M
