sk_d_aluno,nome_completo,matricula_dre,sexo,data_nascimento,periodo_ingresso_curso_atual,periodo_ingresso_ufrj,forma_ingresso,modalidade_cota,nota_enem
a13df1211cf4c38cdb7a165c67f8e5ab6fded2982c2cb1f55d4cefef880183d5,Pietro Rocha,1478,Masculino,18/06/1993,2011/1,2011/1,Vestibular,Ampla Concorrência,
8c40a6d264e529987be355b303cb08181b8595753e3ef3c8f4bdc29859ac5605,Noah Oliveira,1479,Feminino,17/05/1993,2011/1,2011/1,Vestibular,Ampla Concorrência,
22b954454cfc20ef4813c70018c81004795496191338841e0ca4b9ed6e04e81a,Dr. Théo Sousa,1480,Masculino,26/12/1991,2011/1,2011/1,Vestibular,Ampla Concorrência,
f525eef4f03ab81983392564bc44fea01267b8cd44fc5fd45f1974cb9a6bcd46,Rhavi Cavalcante,1481,Masculino,13/01/1993,2011/1,2011/1,Vestibular,Ampla Concorrência,
e3e69eaf6c365e40a7a9fbb927273b3a7d8c2f5893e448324c4d0e1d248c4118,Dr. Igor Novaes,1482,Masculino,11/11/1992,2011/1,2011/1,Vestibular,Ampla Concorrência,
485d997d70d9483c517eb6f36b649bf37d701e15b0f398df6d01b478d164e82c,Maria Fernanda Ferreira,1483,Masculino,25/10/1993,2011/1,2011/1,Vestibular,Escolar,
47f6c8c4b34d11e58a4b8643ea77722600f0f2a2134c6b5558de0b704a6ec9fb,Léo Castro,1484,Masculino,10/12/1992,2011/1,2011/1,Vestibular,Ampla Concorrência,
c010bb0f7f8f335ccb2bc4e598eee48be11f87ac60a39a1a1cb4185688857003,Luiz Henrique Cavalcanti,1485,Masculino,15/09/1992,2011/1,2011/1,Vestibular,Escolar,
248aa2bdd0032920ac9e5f6ad36c350549da067efeaf7b4a0c7d8c212ab1b6a5,Cauê Montenegro,1486,Masculino,20/07/1993,2013/1,2011/1,Vestibular,Ampla Concorrência,
ee14860f6bd0506d9d15383aef4c1c56e37d1daf2c6c3ce0c445eec73eb781ba,Cecilia Cassiano,1487,Masculino,20/01/1992,2013/1,2011/1,Vestibular,Ampla Concorrência,
cf23dc33d6aba13592a72190564ed18b2c0dae295f681ee0fddc4862f01225cf,Dr. João Gabriel Ferreira,1488,Masculino,09/12/1992,2011/2,2011/2,Vestibular,Ampla Concorrência,
3c61752810703534f06918f7a048693a3f0d43431a82aab796267081da0b03cb,Juliana Fogaça,1489,Masculino,18/10/1964,2011/2,2011/2,Transf. Ex-Ofício,Ampla Concorrência,
a1271642c26ded1a08fc67a7791aa368ec32e76940cf6f15e779d091f31439fb,Sra. Luna Rodrigues,1490,Masculino,28/01/1991,2011/2,2011/2,Vestibular,Ampla Concorrência,
4cf3ab13ec4367b7b740f2b7f3d477a8a32de23f8e8f399f63b3ed6976a19b12,Sra. Olivia Andrade,1491,Masculino,27/05/1993,2011/1,2011/2,Vestibular,Ampla Concorrência,
679b3fe58ea4b7378c418d79dbe3e89efb352ae7ea58f293a356e6c38e20f1f1,Carlos Eduardo Vasconcelos,1492,Masculino,11/04/1993,2011/2,2011/2,Vestibular,Escolar,
b3396bcb59674d33f54fa27c6d3855f647834cfcb75b4cb98f2d279c053e83ea,Bryan Aparecida,1493,Masculino,27/04/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
27cf14dfc2232b941066f7c3f8cad04c9820f80a2362fc313f0567b0bae2d527,Yan Costa,1494,Masculino,13/05/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
ad5ef4b29e148afd784de5373b210eb00879dfbf08922c96dc6ce4fc1e064fd9,Arthur Miguel Pires,1495,Masculino,01/03/1993,2011/2,2011/2,Vestibular,Escolar,
d732f39159e67eb62327ae853dfec69db69ec85b23a8b1f840db1959d32acced,Nicole Campos,1496,Masculino,24/09/1991,2011/2,2011/2,Vestibular,Ampla Concorrência,
556ea1b2f7420f2cd4e6d1d548f7389cdaf91535020c5917e16d2b3bf6b98844,Danilo Cardoso,1497,Masculino,06/01/1992,2011/2,2011/2,Vestibular,Ampla Concorrência,
0d9653b98d117db68a8977412dc81e8bb7ca6c550bc42d0d2a2f77fc703f923e,Fernando Cavalcante,1498,Masculino,04/03/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
a3d0c75739a3c6a80dcb6f9d71f9da29b49b62995801bc52957e06acb87db33d,Cecilia Vieira,1499,Masculino,25/08/1992,2011/2,2011/2,Vestibular,Ampla Concorrência,
9f69998560dcfd8016442e0a32e959191df095817a164ce844c64ec5a8b0cc1b,Vitória Azevedo,1500,Masculino,17/06/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
3873ecf4855ce373db4b7afc32fe5884d984d37a32c2c605065671d3eed825d4,Anthony Peixoto,1501,Masculino,10/08/1992,2014/1,2011/2,Vestibular,Ampla Concorrência,
b7b99ba738afaaf923fa742a27b26940a9c5e327507b1660cc4de9d72ff19d78,Murilo Duarte,1502,Masculino,25/02/1991,2011/2,2011/2,Vestibular,Ampla Concorrência,
a3513549948fbfecfa1ff0300bf3339f9b1ebff77c9fc831b3c83236a4814d61,Laura Peixoto,1503,Feminino,10/03/1993,2014/1,2011/2,Vestibular,Ampla Concorrência,
3ec13115817a014a621e22b052993c86ed03ed69114f8413888f302d70e2d216,Dr. Henry Gabriel Silva,1504,Masculino,16/01/1990,2011/2,2011/2,Vestibular,Ampla Concorrência,
755917ecbc61091ffa6b605d7f82bdaa4e4cbdc309124807b0fb63228d0696df,Alexandre Pacheco,1505,Masculino,12/06/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
e97776493f213d50b346f81e3f93a78aad1fd0f19c051a38bd8f88b43e46e5b5,Dr. João Nogueira,1506,Masculino,16/11/1992,2011/2,2011/2,Vestibular,Escolar,
c77639710bd89eea8855346472b0eb9175987e0eaeb35df92b1712ca09215f05,Dr. Theodoro Siqueira,1507,Feminino,24/07/1984,2011/2,2011/2,Vestibular,Ampla Concorrência,
5b33003a928495b97792ac286d477b54dd20eb773c74ae2fb3653bc5950ad6dd,Ana Liz Vasconcelos,1508,Masculino,28/12/1992,2016/1,2011/2,Vestibular,Ampla Concorrência,
7054d0451000f27e0673c136e684b10beee8f4d6d9d04f964a92345a92cb17ef,Davi Miguel Rezende,1509,Masculino,30/04/1991,2011/2,2011/2,Vestibular,Escolar,
431688497f68c837444127cbac14cadba2a943709304af1da765781f49e02ac8,Sra. Helena Marques,1510,Masculino,04/02/1992,2011/2,2011/2,Vestibular,Ampla Concorrência,
0d0c9bc37ae955b26c8bfecc22fcd072c4ea5ce95947a5051b5ed7399bff4f2e,Luan Vargas,1511,Feminino,22/07/1992,2011/2,2011/2,Vestibular,Ampla Concorrência,
66c03337b22c301d55a339a94165dc09628491c3dfe01a57ef62e3eab452e898,Sofia Abreu,1512,Masculino,26/12/1992,2011/2,2011/2,Vestibular,Escolar,
b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,Luiz Henrique Ferreira,1513,Masculino,21/11/1992,2011/2,2011/2,Vestibular,Escolar,
c8f5600f3eb7d801a067e02c477719d37f560491c4dca56eacc11ca755eb1ac6,Anna Liz Porto,1514,Masculino,14/05/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
f1ee529ef49111208f1c1646c53c8c311c9f093fd7891c1b46d77e98210b018d,Maria Isis Guerra,1515,Masculino,24/04/1993,2011/2,2011/2,Vestibular,Escolar,
17c7f8a2457a4b725d6d5f6b2e2ac67bd74933d9633436bd2756a6920ef5a705,Henry Gabriel Nogueira,1516,Masculino,25/05/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
4091f2c5c45d0cb95c6b43919f9f07f62f7f6c6fb46ca207264b2aee4ee6e4f9,Dra. Anna Liz Marques,1517,Masculino,25/05/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
1eb3da012cf952c58269bd949984611b7884583f20bac1322719580757161e98,Maitê Ribeiro,1518,Masculino,13/04/1992,2011/2,2011/2,Vestibular,Escolar,
ee9c43424bb4c242e06f1b84ca7992822f47b6f5f005af866ec6a684382c9547,Luiza da Mota,1519,Masculino,24/05/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
8f08fb89c225a58e92455fae25d3df22bda90a094bfc8e0240b8a9bd94318159,Ravy Macedo,1520,Masculino,12/05/1988,2011/2,2011/2,Vestibular,Ampla Concorrência,
9674b1f53ad3b01c8b4eeab981da48a47549f11f6ae31acc27099325c6beae32,Letícia Aparecida,1521,Masculino,23/06/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
ff231d4dee9c91e9ead0253639c25479b934a352b052aa23ad05f6b79efa137b,Dra. Rafaela Azevedo,1522,Feminino,17/08/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
311ba2ed6a5b4105fbfdb0a8b745d22fe1b3ecc0efff5c6b9f7ce12351533558,Dra. Ana Júlia Dias,1523,Feminino,13/08/1991,2011/1,2011/2,Vestibular,Ampla Concorrência,
bce35ce6291ba5b8fb5fea32ec1aaed5556f355746882a9dd183857cb0e25967,Stephany Pacheco,1524,Masculino,28/03/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
ea85b0d61253e1033eab985b8ab1097187216cd45bce749956630c5914758bb9,Dra. Olívia Teixeira,1525,Masculino,08/08/1993,2011/2,2011/2,Vestibular,Escolar,
70c023a77b3abc66277f31588f4f38c720a1217ba41a7cf799950027020223cf,Ana Julia da Paz,1526,Masculino,10/02/1993,2015/1,2011/2,Vestibular,Ampla Concorrência,
46ff18131a6daf2839e263b69aeeee331620af74e08511fc80ab243ece1b407a,Isabela Andrade,1527,Masculino,04/11/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
7e46d737fdcad87443ca5b30dd756a5eb6b6dfa94eb0c97ce8c8c16554bc4efb,João Gabriel Rocha,1528,Masculino,15/10/1991,2011/2,2011/2,Vestibular,Escolar,
6f52d3110a0e41e462ac098244206ed69db33999b743e284fc4c5d34c2d4a529,Sra. Nina Souza,1529,Masculino,02/12/1992,2011/2,2011/2,Vestibular,Ampla Concorrência,
8ff9538e65e6781d654b811f88161d12455935ffb8f470815063b6ab6cb7fdff,Luiza Moraes,1530,Masculino,06/11/1992,2011/1,2011/2,Vestibular,Ampla Concorrência,
f1294f35f19846cd012506eadcc13ecda95eb7ddc6c661bc1b9402c4b00eb703,Luiz Felipe Souza,1531,Masculino,14/03/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
f76cb816b3f74ecf30d387c64869038ac163fe26f8aabd727c1071dd567fc3d5,Emanuelly Rodrigues,1532,Masculino,09/06/1992,2011/2,2011/2,Vestibular,Ampla Concorrência,
15310fd04ea64483103071a114d24163331cf0f957bf55bad9760b69b33b2aa0,João Felipe Vargas,1533,Masculino,03/09/1992,2011/2,2011/2,Vestibular,Ampla Concorrência,
13be5b896be039957e7996f606c8513fa2d9061132bdcabdbee5a362dd9fd8ff,Srta. Isadora Cavalcante,1534,Masculino,18/07/1946,2011/1,2011/2,Vestibular,Ampla Concorrência,
7ab74ac64fd9a732609f768e00ca317591dbe8d6c340bc4d848fb1a79fa00d97,Maria Liz Barbosa,1535,Masculino,16/07/1993,2011/1,2011/2,Vestibular,Ampla Concorrência,
b51e45a12fbae3d0ee2bf77f1a4f80cbf642e2b4d1c237d2c0f7053a54f6b388,Dr. Paulo Sá,1536,Masculino,24/05/1992,2011/2,2011/2,Vestibular,Ampla Concorrência,
6a27eece1c1658b237aede5c6c2b8af51d235ca08b2f7963b67d99caa7a12395,Luiz Otávio Câmara,1537,Masculino,17/12/1991,2011/2,2011/2,Vestibular,Ampla Concorrência,
0f8e631d28e2a339b435ea55da61c718da28902056ed719e576ff1c1b4cb2baf,Alexia da Cruz,1538,Masculino,07/10/1992,2011/2,2011/2,Vestibular,Ampla Concorrência,
731d65cdd441fde25333a70782a078911af63ef672e299a906030e16ff66756b,Antonella Pacheco,1539,Masculino,06/11/1989,2011/2,2011/2,Vestibular,Ampla Concorrência,
c73c63198a1338f0d19547e3d07db9dc25babedc30ae35b80426d48afe73624c,Isaque Siqueira,1540,Masculino,22/08/1982,2011/1,2011/2,Vestibular,Ampla Concorrência,
477e2d13152129e72c4a47a5abed06ce422daff2ca0e99d33bc527477effee34,Vicente Caldeira,1541,Masculino,14/09/1991,2011/2,2011/2,Vestibular,Ampla Concorrência,
596d0c702ba6d20835982c87a878f97d07a163285a0a3ee98c6e7a8e0459a8cb,Eloah Viana,1542,Masculino,03/04/1984,2011/1,2011/2,Isencao Vestibular,Ampla Concorrência,
50a0a04f2d67b4a26d3aaa163fa2fb0d80a5457716579587cc45ce5bc89d8fce,Dr. Luan Borges,1543,Masculino,05/11/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
194af3b3d7b007443c26af23c035430b0afb9abebf8c89432884147fc41af759,Oliver Sá,1544,Masculino,03/08/1993,2011/2,2011/2,Vestibular,Escolar,
8b1fbeee2ea27bf5b180d2c10372ad571a5233b0ba34f272a7bda75f93cbcb84,Lorena Siqueira,1545,Masculino,06/06/1992,2011/2,2011/2,Vestibular,Ampla Concorrência,
495afe547befeedeef191264812945e2c199da63da0e8dfde79bee7dbecb210f,Davi Miguel Lopes,1546,Masculino,23/06/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
05fb3c9a7f20d8c60ade227ba6ed41510428c5d3e3847eac78eb486b06d2fae4,Theodoro Cardoso,1547,Masculino,12/03/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
48f31b127dde9f650b07d6d68488d734ed95687cbcfb2d06867d21ad0997f438,Augusto Azevedo,1548,Masculino,09/03/1993,2011/2,2011/2,Vestibular,Escolar,
75abf1771c0d9038e45203aa603758410f2418fd29b3fe0c25534009c579bb8e,Maria Alice Cavalcanti,1549,Masculino,23/04/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
c27484c7087191b29f05f9c05efc20adeabbf7549f642629322532cb685ffb99,Ana Luiza Rezende,1550,Masculino,23/03/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
1e61da9318ad5f39fa341ffa808659430fd708a76917b50851a1fbcf88375f1e,Dra. Stella Pacheco,1551,Feminino,04/10/1991,2011/2,2011/2,Intercâmbio,Ampla Concorrência,
51e6811411165c04f691eb5a38cf11a7316fdd776478b4fd222fd0107973c381,Pietra Farias,1552,Feminino,16/03/1993,2011/2,2011/2,Vestibular,Ampla Concorrência,
8012472a35fd40939e08041936918ad9f975579bff2519a6fa568774057a799c,Benjamin Melo,1553,Masculino,04/01/1991,2015/1,2011/2,Vestibular,Ampla Concorrência,
6fb4775fed7293b1da12333ce782e879cefce4ca3b83e12628b1a54e062606b6,Giovanna Ferreira,1554,Masculino,15/07/1994,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,740.2
2ae7ffb0ec4d1bccf01b12233aaced6949cc5808a4a173315ee508abbbaaaa1c,Isadora Sá,1555,Masculino,15/12/1987,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,709.99
46b724b2f85d4f7bd485423a04bcf2cffb2c22304fe264aa4da31794b7adae41,Elisa Ribeiro,1556,Masculino,02/08/1994,2014/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,569.98
67a375e4ddcdb509545a752ea82be28b546ded87431078fe6fc1ead202f5815c,Dr. Felipe Carvalho,1558,Masculino,02/02/1992,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,780.1
1e797595727addd0e2663019e48d48a6f1dd555174ab126d482d40a5c752988b,Heloísa Rezende,1559,Masculino,09/02/1994,2014/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,638.24
c649b15e769148e6b199b7a671140d60c77847fce6fe17277723dc91f0b27d4c,Evelyn Pereira,1560,Feminino,23/01/1994,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,736.19
8bcefa497af26e688b555d1c4c8cc97365522b5a1416ceb099a98b4c2ed80585,Srta. Evelyn Gonçalves,1561,Masculino,05/04/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,761.12
0f427d4e1430f8f57221d70dca9854b6bd67c42fda811e0f27939a58a46f25ae,Sr. Arthur da Costa,1562,Masculino,18/09/1992,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,736.26
e830a0d7d5f303724e6404c8f9797580b6e77e4bdab70b8e163967925b69e6d0,Sra. Camila Macedo,1563,Masculino,07/05/1994,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,755.6
2163909115c0f6f1e638bd2c2279387cbe37cc327150a7b5cddfde3d1cd4ef0e,Ana Clara da Rocha,1564,Masculino,21/03/1995,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,790.72
956b130106fbc0890b7a304b19113843e5cdc69b084ae1b95d56225650c180a0,Gabrielly da Luz,1565,Masculino,23/11/1992,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,752.92
a9ffbdf317b2dabf198f59653da551149ad51173b2014ae1df5d183c2ddfcf26,Brenda Costa,1566,Masculino,01/11/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,754.26
0651ee70db05737d7195776455175f3f4dbd4755e13e9f87d905a63817e979b8,Lucas Gabriel Campos,1567,Masculino,01/07/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,724.03
a2258ffaf9a1490a7a7a01c282b1fe03224a2952b119c3f32b1de4739407cd58,Elisa Viana,1568,Masculino,21/10/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,769.38
c98c37cbc0242b2cd603d4ad823a1c29e7314df3ad8f1810cab0fb98c84fc2c4,Dra. Stephany Leão,1569,Masculino,04/09/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,764.84
3a481e728390d89c6843c180dc18ca8d693de5f5421e6240711c5dad483c72b3,Raquel Pinto,1570,Masculino,05/05/1992,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,736.85
aded40e220d2587b0ef1f88302a192d411bc55ddff1c4d818177777d6060a490,Sr. Léo Moraes,1571,Feminino,27/12/1992,2012/1,2012/1,Transf. Ex-Ofício,Ampla Concorrência,
9c05d48bbde0b1ecdc68706e9c4a536de566f35deb45d66ad6d8261689164dfc,Julia Oliveira,1572,Masculino,28/10/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,698.65
79e8c13e1a8c51e0ff30567fa583fd52c900d56163023cc40049d762871417ea,Joana Siqueira,1573,Masculino,31/10/1993,2017/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,715.7
ef4cf73add6b6f476ece3477b6235878bc8a0de65fe7f561200ebac7f18db18a,Amanda da Cruz,1574,Masculino,17/11/1989,2012/1,2012/1,Intercâmbio,Ampla Concorrência,
679b0ecadd205e5143506d637aaec6849987ae11c8c8280fb79f4d1080326eec,Srta. Luiza Mendes,1575,Masculino,10/12/1991,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,698.39
da3270018b712b8a4b1841f92c26ff067a088a391dc6031610e6300ee261df15,Manuella Ribeiro,1576,Masculino,12/12/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,833.58
1d16bb3354a11b509e641db094ca078be290298b0ec32c6b46b88fe919a1a8ed,Dante Sousa,1577,Masculino,12/03/1992,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,688.75
c6437e0ba0560952cb942343f521c60fc3f2247dd1aebf95460c1a070b263051,Camila Leão,1578,Masculino,01/03/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,715.63
ec11f26d671bcc37162187abc1cf6a072960f13ee961a5f20c94bdad512d1428,Pedro Borges,1579,Masculino,03/02/1993,2014/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,677.34
e97e2ffefd968b2a3d838d7a523435948c99fc50eebba8b8e8b0fbf5fce99129,Sra. Caroline da Cruz,1580,Masculino,17/12/1992,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,709.48
3ef4ba73834a4409affdc4f09899d57af3f9c201946d624705e5753bd88d3e89,Sra. Sophie Pinto,1581,Masculino,05/10/1992,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,734.04
6d78b19a042a64f08cc4df0d42fb91cd757829718e60e82a54e3498f03f3ef32,Mariah Siqueira,1582,Feminino,25/05/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,736.26
6360659f97100b35f3dd80cd08358fb415757f07ee670a9e1d3b4ae7fa14a0cf,Beatriz Câmara,1583,Masculino,29/04/1992,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,735.02
9ea3f4147c0d763c96e161f83b7aac40c78468f26a382a16eb5b75af0d7ae4f0,Maya Siqueira,1584,Masculino,27/02/1989,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,761.95
9c8dd327d0f259b6facd68100f664c432101f783d31ac9b78b6e9eaf9fa786b8,Alana Moura,1585,Masculino,25/02/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,737.45
c0bfde62b169890693f8a776ba2577b9522c6d1aa9dd96c65f50042f1f018616,Maria Liz Albuquerque,1586,Masculino,08/08/1993,2014/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,795.99
0252fa3e9d9c8c2c1cbd742a0ac409dc817c43f5ef23d6c36137f988e64055f7,Luna Barros,1587,Masculino,16/07/1994,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,782.53
d24eac45e69be063cc0053eb02650954eec62c314c405e564a4d11e951392e75,Caroline Nunes,1588,Feminino,19/03/1994,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,757.82
c5080dbc42e822a31c72ebf171d79394f57bba1e0511bad4a721c2c0f62ae6b3,Bruno Fonseca,1589,Feminino,09/08/1993,2014/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,709.3
6c77b607e17df16d31c46c746a36328056fc8d153b71370ed1a56d4c0700238e,Caleb Araújo,1590,Masculino,01/09/1992,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,766.67
e52522a505f68250e81747aa5386c5c60196c1680f1c89762ab1ab0fbaae39b8,Arthur Miguel da Conceição,1591,Masculino,08/02/1993,2012/1,2012/1,Transf. Ex-Ofício,Ampla Concorrência,
8cca04ee02b8915f60a6b72c1faf19923aa12aafb5af89bc4bfd403dc60a836b,Sr. João Fernandes,1592,Feminino,02/08/1994,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,769.93
38813d9a6e5332787f13dac070d265339c4c711beea8b21f82966684bda30e79,Ana Liz Carvalho,1593,Masculino,30/11/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,718.64
8698616a6419549cd9c035d5e250c81c6cefff11ff31c9602bf2ff5aa3e06b7f,Ana Clara Marques,1594,Masculino,10/07/1988,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,741.7
c6bb15225eca43aca18f2ceb395c34012a6f95fe76c097576c04be49f5875fa3,Enrico Moraes,1595,Masculino,19/03/1992,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,727.71
a19fbf8bf0530ca46179b803a8234f56276f21c0e7dc2f84c682924b95de5801,Maria Macedo,1596,Masculino,15/11/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,746.83
eb57f949956cc9f3c32eb7f249bbe56a74c253015af4dddb0c98cde49157cbd0,Pietra da Rocha,1597,Masculino,31/10/1992,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,769.3
191024c47d6c2b3c24a570326b7e29f09652ec8bc2bb1779d95783e8753d12db,Lorena Gonçalves,1598,Masculino,28/06/1994,2013/2,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,652.89
8e57858ab42fef1ee804b572421beb315e9fb3bd562f10f2f1c9ccf0384e8d99,Clara Pinto,1599,Feminino,29/04/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,696.39
b458944d9ec4322f9ff0de2885ce82d580341fcf0fd688422e9929b6e7ce3b2d,Ana Júlia Pires,1600,Feminino,02/02/1994,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,743.12
272228055649002aa68a0787a821ee7e0eff838b2053b6d08531f26b39e09473,Dr. João Gabriel da Paz,1601,Masculino,28/03/1994,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,766.34
2f57a2e309c463513b962750096f4389e229001dccc19afcb95ff98c70e14d09,Maysa da Mata,1602,Masculino,29/10/1992,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,758.59
bf0a60ee19adc7954e2248d0c4fd7fed44671ea2cff24a6c75127f9ce0183608,Pietra Andrade,1603,Masculino,05/08/1993,2015/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,646.68
361603c11612df16fcb9d48b4c22430535c8e53fe3b3c5a6a39bdf7e0543f65c,Dra. Ana Clara Cavalcante,1604,Masculino,28/11/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,778.31
5909daa6fb5cf239d52027367f111ecd9c280866d73f8bd47cda43ef5495af6a,Cecilia Rios,1605,Masculino,12/05/1994,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,774.62
25d114d44f1ee498521f51cd12e524e8fd6e67c82a9d21fc29c0bbc7fff457c4,Bernardo Santos,1606,Masculino,20/05/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,749.63
35fae39286f862cb505a3f0cac0b0d506f9a407cf9227d3c2ae2c67d5ec0d0f5,Dra. Sabrina Ferreira,1607,Masculino,25/01/1994,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,751.26
b2382de3cdaaf0c8e505cd370821d7842e493a1e64160dc6991b1109e2938a21,Joaquim Ribeiro,1608,Masculino,22/05/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,754.51
8cd6cb7e1601eb5dcd0a0d3d8f62c2dd8ee483819f9130a34259a217e927679f,Bianca da Paz,1609,Feminino,16/12/1986,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,734.38
31d8edb99534fd4800651db4d241d86e0380fa7376718b88590c2d772b41d5f4,Asafe Nogueira,1610,Masculino,14/04/1994,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,780.64
68722dedde84631c45b4aade9365a91aa6fd11c5766e66191ffbf07361204a4c,Dra. Marina Borges,1611,Masculino,25/07/1994,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,772.41
76ced5b53829bb4ca8ab376be09683e92512ef0aab8fb68fcee5121596f94143,Gael Henrique Nunes,1612,Masculino,25/09/1992,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,742.22
96382608813353bee4eeaf0635a3b3356276fece94fe8c9cf048871078f8fd14,Rafaela Ferreira,1613,Masculino,08/10/1993,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Escolar,752.44
583b08e38c98f4350a8906d25344ac80b099921a8a8929e64b2dc2b553521343,Dra. Maria Cecília Costela,1614,Masculino,04/05/1994,2012/1,2012/1,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,770.21
f68a11527b819bdf3658377dab1ea309bb5c6eefe69bb751e4b59b277cc29a7d,João Pastor,1615,Masculino,04/02/1994,2012/2,2012/2,SiSU - Sistema de Seleção Unificada,Ampla Concorrência,718.02
